	Tweets	Date	Source	Likes	RTs
540	Marvel co-creator Stan Lee’s cause of death revealed https://t.co/dcz7ZVM2nq https://t.co/E5e54qAAjV	2018-11-28 12:43:01	WordPress.com	0	0
541	Marvel co-creator Stan Lee’s cause of death revealed https://t.co/wR2b8KdxZR https://t.co/RzR8ZLwVwa	2018-11-28 12:42:56	WordPress.com	0	0
542	Marvel co-creator Stan Lee’s cause of death revealed https://t.co/mtgRx1EV1s https://t.co/r93NsmZOj9	2018-11-28 12:42:43	WordPress.com	0	0
543	So Lee Dahee stan Mamamoo. MY FAVE STAN MY FAVE!	2018-11-28 12:41:20	Twitter for Android	0	1
544	"**LATEST POST**  5 Memorable (and Useful)  Stan Lee Quotes

https://t.co/APUPRENO5p

#dreams #goals… https://t.co/jUGqLc6DrG"	2018-11-28 12:40:10	Crowdfire - Go Big	0	0
545	True Story:  He actually read one of his own comics and fell over dead as the sheer weight of the stupidity of it a… https://t.co/posuMcZb7g	2018-11-28 12:39:49	Twitter Web Client	0	0
546	"Recently Stan Lee ng Marvel, and now Stephen Hillenburg ng Spongebob Squarepants. 😟😭
#WeOweYouBoth"	2018-11-28 12:39:38	Twitter for Android	0	0
547	First Stan Lee, now Stephen Hillenburg. Two geniuses suddenly gone.  May they both rest in peace.	2018-11-28 12:39:37	Twitter Web Client	0	0
548	So because someone doesn’t know Stan Lee you’re insulting the person. You what do you know?! Not even everyone know… https://t.co/570nTxFhI2	2018-11-28 12:37:39	Twitter for iPhone	1	0
549	@LeslieWeegee We lost Stan Lee and Stephen Hillenburg in November. I wish we could have just skipped this month.	2018-11-28 12:37:28	Twitter Web Client	0	0
550	Stan Lee Cameo scene in venom #Venom #StanLee #StanLeeForever https://t.co/VduPbxha20	2018-11-28 12:37:10	Twitter Web Client	0	0
551	Stan Lee ✨ https://t.co/GkvnUE55Wa	2018-11-28 12:37:08	Twitter for Android	22	0
552	Stan Lee's cause of death revealed https://t.co/6rCE6CzUoz https://t.co/yjGNqw6vmq	2018-11-28 12:36:19	Echobox Social	0	0
553	How did we lose both Stan Lee AND Stephen Hillenburg. 2018 really out here https://t.co/grYheXgpfp	2018-11-28 12:36:00	Twitter for iPhone	1	0
554	@Josh_Wilding @firstshowing @RorMachine 28 December to be exact. Stan Lee’s Birthday.	2018-11-28 12:35:22	Twitter for iPhone	0	0
555	"first Stefan Karl, then Stan Lee, and now Stephen Hillenburg? why a legend name always start with an ""S""? but Rest… https://t.co/UVJ7O2rXTW"	2018-11-28 12:32:46	Twitter for iPhone	3	3
556	First stan Lee now Stephen hillenburg :(((( rip https://t.co/uJzspX3PYy	2018-11-28 12:31:54	Twitter for Android	0	0
557	Modern investors should have a Stan Lee portfolio. Anchor it with Spider-Man and supercharge it with Iron Man. - Ec… https://t.co/z4OdqUJnw6	2018-11-28 12:31:29	IFTTT	0	0
558	The fact that I’m more upset about the death of Stephen Hillenburg than Stan Lee really sums up my childhood better than most things	2018-11-28 12:30:53	Twitter for iPhone	0	0
559	Okay first stan lee now Stephen Hillenburg😭	2018-11-28 12:30:48	Twitter for Android	0	0
560	Stan Lee's Cause of Death Revealed https://t.co/eRcc6fhaAW	2018-11-28 12:30:31	Twitter for iPhone	0	0
561	I think I just saw Stan Lee in the animated Spiderman trailer I saw in the movie house.	2018-11-28 12:30:13	Twitter for Android	0	0
562	Lol but it’s not around everyone in America that even knows Stan lee https://t.co/1BO2Mb5jWi	2018-11-28 12:29:51	Twitter for iPhone	0	0
563	What childhood dream have you not had the chance to fulfill? — conhecer o stan lee ;-; https://t.co/LewYxzztvt	2018-11-28 12:28:05	Curious Cat	0	0
564	Good by Stan lee	2018-11-28 12:27:25	Twitter for Android	0	0
565	"Stan Lee, now him?! 
DOES THIS MEANS NO MORE SPONGEBOB??! 😭😭😭 https://t.co/07BfbOfuDM"	2018-11-28 12:26:51	Facebook	0	0
566	First stan Lee And now Steven hillenberg? My whole childhood dyin on me 😞	2018-11-28 12:26:27	Twitter for iPhone	1	0
567	@enmiraaanda @kentology0110 May cameo si stan lee don repa	2018-11-28 12:26:21	Twitter for Android	1	0
568	If he wanted rts he would have posted about Stan Lee as much as he did Stephen, since Stan is much more popular. Bu… https://t.co/w17N68opQ2	2018-11-28 12:24:43	Twitter for Android	0	0
569	"First Stan Lee
Now Stephen Hillenburg

😢😢😢"	2018-11-28 12:24:41	Twitter Lite	1	0
570	Wow. So many people have been dying lately and I can't keep up. First Stan Lee, and then Stephen Hillenburg	2018-11-28 12:24:07	Twitter Lite	0	0
571	@danierruu @MacMiller Stan lee	2018-11-28 12:24:05	Twitter for iPhone	0	0
572	Marvel Comic Creator Stan Lee’s Cause Of Death Revealed! - https://t.co/wNQqafrLRN	2018-11-28 12:23:16	IFTTT	0	0
573	Stan Lee's cause of death revealed after Marvel Comics legend dies aged 95 - Mirror Online - https://t.co/SmV9Y4Pdh6	2018-11-28 12:23:02	Talon Android	0	0
574	"2018 we lose stan lee, and then Stephen Hillenburg 

this is bad year for all of us."	2018-11-28 12:21:11	Twitter for Android	0	0
575	@DingDongVG Eelnats Spider-Man ps1 unlock everything Stan Lee backwards rip	2018-11-28 12:21:10	Twitter for Android	0	0
576	Stan lee cameo!!!!	2018-11-28 12:20:39	Twitter for iPhone	0	0
577	First it was Stan Lee. Now it's Stephen Hillenburg. The skies and the oceans will never forget you. Rest in peace.	2018-11-28 12:20:00	Twitter for Android	0	0
578	this gavin lee guy is nice yall should stan	2018-11-28 12:19:33	Twitter for Android	0	0
579	@egoraptor 2016 took away our parent's childhoodd (David Bowie, Alan Rickman etc) and it seems 2018 is trying to ta… https://t.co/VUdoXHWocP	2018-11-28 12:18:48	Twitter for Android	0	0
580	Stan Lee, now him. Tq Stephen for making my childhood happier w Spongebob 💔❤️ https://t.co/1TV8r0nnJp	2018-11-28 12:17:56	Twitter for Android	2	0
581	stan twt deluding themselves AGAIN with the narrative that very few people are supporting lee hi lmao i have to lau… https://t.co/uiLjVikaU5	2018-11-28 12:17:33	Twitter for iPad	4	0
582	"Stephen Hillenburg and Stan Lee in the same month...
Two legends who fulfilled countless memories for myself and mi… https://t.co/euRjHOg8aX"	2018-11-28 12:17:28	Twitter for iPhone	3	0
583	"2 legends who died this year:

1. Stan Lee (Marvels)
2. Stephen Hillenburg (Spongebob)

thank you for being part of our childhood life. 💔"	2018-11-28 12:16:45	Twitter for Android	0	0
584	@AVSmovies Honestly, a better comparison for Lucas is Stan Lee, I feel. They were both far more collaborative, and… https://t.co/mHGkracrNR	2018-11-28 12:16:09	Twitter Web Client	0	0
585	Rest in peace Stan Lee and Stephen Hillenburg😢😭	2018-11-28 12:14:07	Twitter for Android	2	0
586	First Stan Lee and now Stephen Hillenburg, people who created our childhood are slowing vanishing  #marvelcomics #SpongeBobSquarepants	2018-11-28 12:13:19	Twitter for Android	0	0
587	Losing Stephen Hillenburg and Stan Lee within weeks of each other. While it hurts to lose such creative and wonderf… https://t.co/tl7Jdt0yZ1	2018-11-28 12:13:13	Twitter Web Client	1	0
588	Yeah, before Stephen King and Stan Lee, #AlfredHitchcock would start the whole cameo thing before them.… https://t.co/YwHticyOIq	2018-11-28 12:13:04	Twitter Web Client	0	0
589	Stan Lee's cause of death listed as cardiac arrest https://t.co/dbMhnDTsXE	2018-11-28 12:12:53	Twitter for iPhone	0	0
590	"Cha Eunwoo won the Rising Actor Award at the 2018 Asia Artist Awards. Congratulations! 
+Here’s a pic everyone’s fa… https://t.co/MvavlyQf1I"	2018-11-28 12:12:01	Twitter for iPhone	118	39
591	@kenradio Stan lee for sure, I’m still having to coop with his death. He just did so much for my life by creating s… https://t.co/UdxnPVQlqa	2018-11-28 12:11:56	Twitter for iPhone	0	0
592	first it was stan lee now, 😔 rip https://t.co/jTQBU0LOYQ	2018-11-28 12:11:50	Twitter Web Client	1	0
593	"I liked a @YouTube video https://t.co/npLvweAyaF ""Stan"" - Stan Lee Tribute Rap (Eminem) Marvel Comic Books | Daddyphatsnaps"	2018-11-28 12:11:26	Google	0	0
594	Stan Lee really did that legend shit huh	2018-11-28 12:11:25	Twitter for Android	0	0
595	@PixelatedAngelz and atleast stan lee did everything he wanted in life.	2018-11-28 12:11:22	Twitter Web Client	1	0
596	https://t.co/ZJNmloJYQc #good luck Stan Lee -	2018-11-28 12:11:02	Twitter for Android	0	0
597	"Thanks Stephen, you'll have to review it some time! 😀

I'm a long way off being the British Stan Lee - but I'm work… https://t.co/dhuxNQUWqa"	2018-11-28 12:11:02	Twitter Web Client	7	0
598	to the new waka waka song stans out there: the name of the red haired guy is lee jooheon and the sleeveless guy is… https://t.co/qfN57XQLhu	2018-11-28 12:10:31	Twitter for Android	5	4
599	Stan Lee https://t.co/KHZ2grwjeM	2018-11-28 12:10:15	Twitter for Android	0	0
600	Him and Stan Lee up in heaven having a ball right now cooking up some 🔥. https://t.co/lRR5OfkGZQ	2018-11-28 12:09:45	Twitter for iPhone	3	0
601	Stephen Hillenburg and Stan Lee. They are gone. Isn't painful? You are growing up but the one who created your idol… https://t.co/5kwGMIl3RL	2018-11-28 12:08:15	Twitter for Android	0	0
602	Stephen Hillenburg, Stan Lee, Mac Miller, XXX, Avicii, Stephen Hawking and many more; 2018 is actually horrible.	2018-11-28 12:07:33	Twitter for iPhone	1	0
603	rip stan lee creator of spongebob	2018-11-28 12:06:01	Twitter Web Client	0	0
604	"Legends leaving in 2018 is the worst thing ever.

Stan Lee and now Stephen Hillenburg https://t.co/Bsd329Tsnn"	2018-11-28 12:04:55	Twitter for Android	0	0
605	X dies, stan lee dies, 6ix9ine got bagged, and now the creator of spongebob dies. No legends left in this world	2018-11-28 12:04:41	Twitter for Android	0	0
606	10 Non-Marvel Comics Characters That Stan Lee Created https://t.co/K0qLeEaS4c	2018-11-28 12:04:09	Crowdfire - Go Big	0	0
607	RIP Stan Lee, your creativity inspired and entertained and generations. https://t.co/lTOIzejq3t	2018-11-28 12:03:58	Twitter for iPhone	0	0
608	@whindersson Morte do Stan Lee	2018-11-28 12:03:37	Twitter for Android	0	0
609	"@Clankity Stan Lee Cause of Death 
https://t.co/ta6QAoZ7uZ"	2018-11-28 12:03:26	Twitter for Android	0	0
610	AM A HUGE FAN OF ACTRESS LEE DA HEE SINCE I CAN SEE YOUR VOICE AND NOW... WOAH DIDN'T KNOW SHE'S SUCH AN INTELLECTU… https://t.co/J9jvV49lxo	2018-11-28 12:03:20	Twitter for Android	32	2
611	Perhaps he wasn't born with superpowers, but Stan Lee certainly had them https://t.co/lViG8TEjVI	2018-11-28 12:02:50	IFTTT	0	0
612	First Stan Lee and now Stephen Hillenburg RIP to the goats 🐐	2018-11-28 12:00:43	Twitter for iPhone	3	1
613	Have you heard ‘Episode 121 - Excelsior! A Stan Lee in Memoriam’ by Nerd Podcast Radio on #SoundCloud? #np… https://t.co/T6gGV0M7JQ	2018-11-28 12:00:00	TweetDeck	1	0
614	@Nickelodeon Stan lee died and now Stephen Hillenburg.condolence😭	2018-11-28 11:59:55	Twitter for Android	0	0
615	rip stan lee creator of spongebob	2018-11-28 11:59:36	Twitter for iPhone	1	0
616	@shanedawson Talk about Stan Lee, the sexual allegations that were made months before his death as well the lawsuit… https://t.co/METvksb8GL	2018-11-28 11:59:07	Twitter for iPhone	0	0
617	Stephen Hillenburg, Stan Lee, Stefán Karl Stefánsson, Edd Gould, and many other people. We all miss you. We hope yo… https://t.co/OrLnHZnAqI	2018-11-28 11:58:48	Twitter Web Client	0	0
618	Rip soopanboong, creator of stan lee	2018-11-28 11:58:06	Twitter for Android	1	0
619	First Stan Lee, now this 😢 https://t.co/8JcfcCA4ul	2018-11-28 11:56:56	Twitter for Android	0	0
620	After Stan Lee now #RIPStephenHillenburg what a sorrow year	2018-11-28 11:56:23	Twitter for Android	0	0
621	"first Stan Lee and now Stephen Hillenburg (creator of SpongeBob Squarepants)!!!

RIP Stephen Hillenburg"	2018-11-28 11:55:07	Twitter Web Client	0	0
622	Perhaps he wasn't born with superpowers, but Stan Lee certainly had them https://t.co/tOIYFVAb3M	2018-11-28 11:54:51	SocialFlow	130	45
623	"Okay, \rant. 

But seriously: TV news is now in the position of shaping public opinion in the way that elected ""lea… https://t.co/M7SKRtAxTW"	2018-11-28 11:54:20	Twitter for Android	0	0
624	@jainz_ It's a Tom Clancy book. Jack Ryan is basically Stan Lee in those	2018-11-28 11:54:11	Twitter Lite	1	0
625	@travis_dragon00 This year has been pretty horrible for me due to all the fake friends I got. I was very sad to hea… https://t.co/IJXOlrCY1r	2018-11-28 11:53:05	Twitter Lite	1	0
626	"Das Toyz #Marvel Stan Lee HAND SIGNED Limited Edition of 1000 Excelsior Sticker #eBay
⏰ Ends in 5h
💲 Last Price GBP… https://t.co/CyyLkv44v2"	2018-11-28 11:51:37	We Love Marvel Bot	2	0
627	Okay what's the deal with all of these great comic/cartoon creators passing away this year? First its Stan Lee and… https://t.co/K4fSDFnfCz	2018-11-28 11:50:20	Twitter for Android	0	0
628	@Mattblackwell76 I want the Stan Lee final appearance and tribute	2018-11-28 11:49:37	Twitter for Android	1	0
629	@itsdougjam @FilmMomatic I wasn’t sure whether to laugh or cry during Stan Lee’s cameo here, given what happened recently.	2018-11-28 11:48:59	Twitter for iPhone	2	0
630	Marvel Comic Creator Stan Lee’s Cause Of Death Revealed! https://t.co/VvVUcK8mfg	2018-11-28 11:48:35	IFTTT	0	0
631	I just realized Stan Lee &amp; Stephen Hillenburg  ,,, 2 amazing creators passed.... how mind blowing is that	2018-11-28 11:48:29	Twitter for iPhone	2	1
632	Stan Lee’s tangled web of estate planning ­ and how to avoid it in your own life https://t.co/tb4dM3Czkw	2018-11-28 11:48:03	Facebook	0	0
633	I know it is late, but RIP Stan Lee, he has inspired me and made me happy with his heroes, and he is a hero, a bigg… https://t.co/8mThdJ6QVa	2018-11-28 11:47:20	Twitter Web Client	0	0
634	We lost X, Mac Miller, Peep, Stan Lee, and now Stephen Hillenburg..damn 2018 fucking sucks	2018-11-28 11:47:09	Twitter for Android	2	0
635	@FilmMomatic @MOVIEFAN99_ And Stan Lee! Cage is having such a terrific year.	2018-11-28 11:46:30	Twitter for Android	2	0
636	Stan Lee's cause of death confirmed: https://t.co/UVNYqtzyLa	2018-11-28 11:45:36	Twitter for Android	1	0
637	@__adei I mean, does stan lee know me?	2018-11-28 11:44:43	Twitter for iPhone	0	0
638	"@mikeogilvie67 Great work. It reminded me of this Stan Lee pencil portrait I did last year.
Can't beat a good wrink… https://t.co/SDIYKwugIP"	2018-11-28 11:44:16	Twitter for Android	0	0
639	We’ve lost legends this year. Rip Stan Lee and Stephen Hillburg☹️	2018-11-28 11:44:14	Twitter for iPhone	2	0
640	Fuck Stan lee this is worse 😪😤😤😤😤😤 https://t.co/uycvkWKbXQ	2018-11-28 11:44:10	Twitter for iPhone	0	0
641	@IGN @heyitsjohnny_ We lost Stan Lee, Stefàn Karl Stefànsson and Stephen Hillenburg in the same year. WHO BROUGHT THIS CURSE ONTO US?	2018-11-28 11:43:34	Twitter for iPhone	0	0
642	Stan lee creator of marvels to stephen hillenburg creator of spongebob die HUHUHUHU 💔😭	2018-11-28 11:40:13	Twitter for Android	2	0
643	anyways stan rap legend lee jooheon 😌 https://t.co/KMQ96WMPgZ	2018-11-28 11:39:19	Twitter for Android	0	0
644	This wS a stan Lee quote	2018-11-28 11:38:52	Twitter for iPhone	0	0
645	@Ninja Anyone want to bet money he's going to use this to gain viewers like what he did with Stan lee	2018-11-28 11:36:57	Twitter for Android	0	0
646	@Harryslaststand Say Hello to Stan Lee for me.	2018-11-28 11:36:56	Twitter for iPad	0	0
647	Stan Lee spilt what?!	2018-11-28 11:36:05	Twitter for iPhone	0	0
648	This was a Stan Lee quote	2018-11-28 11:35:28	Twitter for iPhone	0	0
649	"So apparently Stan Lee almost made a movie with Alain Resnais and now I desperately want to see it
#saywhat https://t.co/utuNtk6Itz"	2018-11-28 11:34:35	Twitter for iPhone	0	0
650	Rest and thank you, Stan Lee. It took your creation decades ago of Black Panther to do what Black Lives Matter coul… https://t.co/wmrvwRrMmr	2018-11-28 11:34:25	Facebook	0	0
651	Stan Lee died from heart failure – Eyewitness News https://t.co/aN3wGeFP06 https://t.co/O1nMQR7LYM	2018-11-28 11:33:35	IFTTT	0	0
652	Celebrity Insider says Stan Lee's death certificate claims he died from heart failure.	2018-11-28 11:32:29	TweetDeck	0	0
653	@therealwallbie @lizhobbs1974 @roknese @VekaFitzfrancis @RealTarx9 @NicoMartelle @dfeague @77_bigg @Biggybadass… https://t.co/rpGSCqWhMx	2018-11-28 11:32:29	Twitter for iPhone	6	2
654	"""In the name of Stan Lee, he has to""

Great passion from #Croydon @BoxparkCroydon.

Full link above https://t.co/35JO3hluM5"	2018-11-28 11:30:06	Twitter for Android	0	2
655	Damn so we not gon see Stan Lee hiding in the Marvel movies anymore?	2018-11-28 11:29:31	Twitter for iPhone	0	0
656	Stan Lee's Cause of Death Released https://t.co/USDiUSTS2V	2018-11-28 11:26:28	Twitter Web Client	0	0
657	Stan Lee in photos: The life and times of the most legendary man in comics https://t.co/DFHEfIt5Ap	2018-11-28 11:26:07	Crowdfire - Go Big	0	0
658	First Stan Lee, and now Stephen Hillenburg. What’s next? https://t.co/Iul9S3OGbY	2018-11-28 11:25:38	Twitter for iPhone	0	0
659	Late legend Stan lee to have more Marvel cameos? - https://t.co/hztjmagcX2	2018-11-28 11:23:07	IFTTT	0	0
660	❤️ Disney, Kids all over the world, Stan Lee and my beautiful wife @Sheridah  #ShareYourEars https://t.co/px7wzAcxqh	2018-11-28 11:22:47	Twitter for iPhone	0	0
661	"Me: ok 2016 and 2017 were not so good can you please be better 
2018:yeah sure 
Meanwhile
*x dies* *69 goes to jail… https://t.co/l54QK3H3sO"	2018-11-28 11:22:01	Twitter for Android	0	0
662	"I found it ironic that the celebrities who died started their first name with"" St-""(Stephen Hawking, Stephen Hillen… https://t.co/ObQFxhPqRj"	2018-11-28 11:21:08	Twitter Web Client	0	0
663	Uuu uffff relatable!  Stan Lee Soo Man y'all https://t.co/Pwr0ulTgDU	2018-11-28 11:20:11	Twitter Lite	1	1
664	Marvel Comics creator Stan Lee's cause of death revealed - Fox News https://t.co/vLe2JDknla	2018-11-28 11:19:20	IFTTT	0	1
665	"When Ariana released:
No Tears Left to Cry  - Avicci died
The Light is Coming - XXXtentacion died
Sweetener (album)… https://t.co/0i8ZJFbdUz"	2018-11-28 11:19:15	Twitter for Android	0	0
666	Wait Yuta called Taeyong an idiot?? What else did i miss?? Seriously being an nct stan is not any different from be… https://t.co/Zl0JMZexLC	2018-11-28 11:18:58	Twitter Lite	2	0
667	"Stan Lee created MARVEL, died this year.
Stephen Hillenburg created Spongebob, also died this year.

JC Punsalang created Donut, 0_0!"	2018-11-28 11:18:41	Facebook	0	0
668	Check out FANTASTIC FOUR #41 Marvel Comics 1965 Comic Book CGC 7.5 Frightful Four STAN LEE  https://t.co/QBiVuJiieW via @eBay	2018-11-28 11:18:11	Twitter Web Client	1	0
669	First Stan Lee now Stephen Hillenberg, oi chief @jesus will ya calm down? 😭 but thank you Stephen, for making m chi… https://t.co/fxBVlw9nk8	2018-11-28 11:18:08	Twitter for iPhone	0	0
670	Stan Lee https://t.co/5j68tGhyS7	2018-11-28 11:16:57	Twitter for iPhone	2	0
671	That brief moment when Stan Lee and Stephen Hillenburg crossed paths... https://t.co/AvL7Wjtdvn	2018-11-28 11:16:56	Twitter Web Client	170	44
672	first they take stan lee and now the creator of my childhood . Thank you for everything stephen hillenburg	2018-11-28 11:16:52	Twitter for Android	1	0
673	"2018 is officially the worst year ever
we've lost:

Stephen Hawking

Stefan Karl

Stan Lee

Stephen Hillenburg

Even lil peep and XXX too"	2018-11-28 11:16:29	Twitter for Android	36	7
674	"“Package for Tony Stank?”
-Stan Lee"	2018-11-28 11:16:06	Twitter for iPhone	1	0
675	"It's quite weird that every single influential person that died this year has their name start with S
Stephen Hille… https://t.co/Dh37sxYuaA"	2018-11-28 11:15:46	Twitter Web Client	0	0
676	stan lee then stephen hillenburg?? boi dis year too sad :(	2018-11-28 11:13:59	Twitter Web Client	1	0
677	Death certificate reveals cause of Stan Lee's death #ghanamotion https://t.co/lUGlhyXSaF https://t.co/lUGlhyXSaF	2018-11-28 11:13:18	Facebook	13	2
678	first stan lee then this,,,, why are legends leavinG Us martY im sCarED https://t.co/DHTuflm0nQ	2018-11-28 11:12:11	Twitter for iPhone	2	0
679	okay but what if Marvel continued the Stan Lee cameo tradition by placing pictures of him on set or at random scene… https://t.co/61tuKr3eyE	2018-11-28 11:11:41	Twitter for iPhone	0	0
680	2018 why are you doing this? First you took Stan Lee away now Stephen Hillenburg? Sana si Imelda Marcos na lang	2018-11-28 11:11:29	Twitter for iPhone	2	0
681	@19fightme I stan a problematic groups (just like all YG artist excepet akmu and lee hi) 🤩🤩🤩	2018-11-28 11:10:50	Twitter for Android	0	0
682	Stan Lee's Cause of Death Has Been Revealed: https://t.co/LnSuo9IQjG https://t.co/VvabnhFX6b	2018-11-28 11:10:43	Sprout Social	0	1
683	"Stan Lee , “What Are Those” Guy ,  Creator of spongebob 

Surgery on a grape meme  

California fires https://t.co/6NvUXhOGMo"	2018-11-28 11:10:30	Twitter for iPhone	22	5
684	DEP Stan Lee. https://t.co/vNkGrUNuzR	2018-11-28 11:08:02	Twitter Lite	2	0
685	"""Stan Lee"" and Stephen Hillenburg Died 😞

me be like: https://t.co/vwzMwbIX8H"	2018-11-28 11:07:10	Twitter Web Client	0	0
686	"@DitzyFlama This month keeps getting worse and worse... First Stan Lee, now Stephen?!

It hurts"	2018-11-28 11:06:09	Twitter Web Client	0	0
687	@yogurtdyo him and lee santa 😂	2018-11-28 11:06:05	Twitter for iPhone	0	0
688	first si stan lee, karon si stephen hillenburg napud?? hoyyy akuang childhood mumsh omg thank u for being a part of my childhood u guys 😭💝	2018-11-28 11:05:43	Twitter for Android	0	0
689	@EvangelineLilly @AntMan @hannahjk1 @TheRealStanLee I watched Ant-Man and The Wasp, a good movie, you are wonderful… https://t.co/ZQgZa2kGCM	2018-11-28 11:05:36	Twitter Web Client	1	0
690	"Stan Lee - Creator of Marvel
Stephen Hillenburg - Creator of Spongebob Squarepants

They died on the same year. Gre… https://t.co/OQNmMe302Q"	2018-11-28 11:04:41	Twitter for Android	10	0
691	@Ninja You gonna use his name to promote merch in the title like with Stan lee?	2018-11-28 11:02:39	Twitter for iPhone	0	0
692	I liked a @YouTube video https://t.co/GunPcuBdze Stan Lee, The Life &amp; Times - Know Your Universe	2018-11-28 11:01:57	Google	0	0
693	@askmenfess ya allah kemarin stan lee, skrg stephen. 😭😭 may you rest in peace, thank you to give a good memory to my childhood 🙏🙏	2018-11-28 11:01:25	Twitter for Android	0	0
694	"Thanks to make my childhood feels like i have some friends, now it's your time to go after Stan Lee
So long partner… https://t.co/12NuafNkU4"	2018-11-28 11:01:19	Twitter for Android	2	0
695	First stan Lee, then Kim Porter and now the creator of Sponge bob is dead, on the birthday of the late uncle Phil o… https://t.co/HxXd9TZGHk	2018-11-28 11:00:41	Twitter for iPhone	0	0
696	The Marvel comics legend died at the age of 95 on Nov. 12. https://t.co/5f9JPMFJSA	2018-11-28 11:00:08	popsugar.com	0	0
697	Stan Lee dies this year? What a long ass year!	2018-11-28 10:59:41	Twitter for iPhone	1	0
698	I liked a @YouTube video https://t.co/OZxipvPz4k Random Live Chat 1st Attempt and Remembering Stan Lee	2018-11-28 10:59:22	Google	0	0
699	First Stan Lee, then Stephen Hillenburg 😭, there goes my child hood	2018-11-28 10:58:40	Twitter for iPhone	1	0
700	We lost 2 legends in the moth of November 2018. R.I.P Stan Lee &amp; R.I.P Stephen Hillenburg🤒	2018-11-28 10:58:16	Twitter for iPhone	0	0
701	Bruh we really lost Stan Lee and now Stephen Hillenburg in the same year. I need a moment. https://t.co/lZYPEvWbtH	2018-11-28 10:57:48	Twitter for iPhone	7	2
702	SpongeBob Creator Dead, Stan Lee Cause Of Death, Locklear Psych Hold Extended, Aziz Ansari Comedy Tour, Timberlake… https://t.co/D8lxgIiAOu	2018-11-28 10:56:34	TweetDeck	0	0
703	SpongeBob Creator Dead, Stan Lee Cause Of Death, Locklear Psych Hold Extended, Aziz Ansari Comedy Tour, Timberlake… https://t.co/TuDBOvv5ev	2018-11-28 10:56:18	TweetDeck	0	0
704	"Stan #Lee, creator of a galaxy of Marvel superheroes, dies - Powell River Peak
#LAGalaxy 🇺🇸 #MLS 
https://t.co/QBNQop1exE"	2018-11-28 10:55:27	footy90.com - News	1	0
705	For All That Love And Respect Everything That Was Every Done By This Amazing True Legendary Creativity Man Show It… https://t.co/vfCKirH62Y	2018-11-28 10:55:07	Twitter for iPhone	1	1
706	We lost 2 our childhood legends this Year. Thank you for bring the Happiness for Everyone, Rest In Peace Stan Lee &amp;… https://t.co/8mWUvhrYly	2018-11-28 10:53:45	Twitter Lite	0	0
707	"Revealed: Stan Lee's cause of death
#StanLee #CardiacArrest #MarvelComicsIcon
https://t.co/xSnapiAsxS https://t.co/fTGtRXkTHz"	2018-11-28 10:53:31	TweetDeck	0	1
708	I think more people are mourning Steve Hillenburg then Stan Lee on my timeline but man, fuck, how can you not. These two were kings	2018-11-28 10:51:28	Twitter for Android	1	0
709	WE DEMAND A FAMILY PIC AT THE BACKSTAGE @JYPNATION!!!!!!! LEE JUNHO, BAE SUZY, GOT7, TWICE AND STRAY KIDS PLS FEED THE NATION STAN 🤧	2018-11-28 10:51:06	Twitter for Android	0	0
710	"""Ad"" STAN LEE - SPIDERMAN - MARVEL - Autographed 8 x 10 Photo w/COA https://t.co/7jOAXxzWrA #StanLee https://t.co/MAjUcGuq6V"	2018-11-28 10:49:08	dlvr.it	0	0
711	@ChrisHewitt Very nice piece about your two meetings with Stan Lee in this month’s Empire. 👍🏻	2018-11-28 10:48:34	Twitter for iPhone	1	0
712	@angljimin I can't speak for Momoland since I don't stan them but Mamamoo never did anything pr*blematic since thei… https://t.co/TqB9AacArQ	2018-11-28 10:46:35	Mobile Web (M2)	2	0
713	FUCK MAN WE LOST BARRY CHUCKLE, THE CREATOR OF SPONGEBOB AND STAN LEE THIS YEAR	2018-11-28 10:45:36	Twitter for iPhone	2	0
714	The cause of Stan Lee’s death has been confirmed to be heart and respiratory failure  https://t.co/uWWKkSc3xz	2018-11-28 10:45:04	Hootsuite	1	0
715	2018 is slowly killing my childhood bro. First they took Stefan Karl Stefansson then Stan Lee, And now Stephen Hill… https://t.co/9ZS7e0xRNl	2018-11-28 10:44:16	Twitter for Android	2	0
716	not to be that stan but ahn yujin stood next to lee juyeon just now :D	2018-11-28 10:44:10	Twitter for Android	0	0
717	"Marvel legend Stan Lee's cause of death released, here are the details.
https://t.co/HLqJrGb5dT"	2018-11-28 10:41:34	TweetDeck	0	0
718	Stan lee passed away due to  cardiac arrest with respiratory failure. RIP Stan Lee you will never be forgotten.	2018-11-28 10:41:03	Twitter Web Client	1	0
719	"Marvel legend Stan Lee's cause of death released, here are the details.
https://t.co/ScuZ8ceuWR"	2018-11-28 10:41:00	TweetDeck	4	4
720	"Avicii 
Stan lee
Stephen Hillenberg

Can 2018 end please....we’ve lost soo much 😭😭😭😭😭😭"	2018-11-28 10:40:49	Twitter for iPhone	0	1
721	"Stan Lee's cause of death revealed
https://t.co/IKkhqEeqdO https://t.co/W1f2FFRsym"	2018-11-28 10:38:36	AshokaNews	0	0
722	"WHat The Fack iz happening Goddamn 
Stan lee then Stephen Hillenburg and now Resident Evil's veteran producer Samue… https://t.co/IdqIKcgyRs"	2018-11-28 10:37:05	Twitter Web Client	2	0
723	We speak about the sheer brilliant of #JohnCReilly and the legacy of #StanLee, with #RalphBreaksTheInternet directo… https://t.co/3lyCObwBsF	2018-11-28 10:36:27	Twitter Web Client	1	1
